words,document_3,document_2,document_1,document_5,document_4,document_6,document_7,document_11,document_10,document_12,document_13,document_17,document_16,document_14,document_15,document_18,document_19,document_20,document_9,document_8
distinct,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imprisoned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
distribution,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
womb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Bulleen,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
molecules,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chew,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
constitution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Tout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubecula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
assist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
cgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
practice,0,1,4,0,0,1,6,0,0,0,0,0,1,0,0,0,3,2,0,0
Distinguished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
explain,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
badly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Euro,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natural,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1
specified,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
characterized,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attempt,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0
excellent,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
straighten,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
common-law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bonding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
duplicate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
killing,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ACTU,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
popular,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
experts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12
Boors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disturb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monophosphate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mismatch,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makes,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1
2008,0,1,0,7,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0
original,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
concentrated,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arisen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exiting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minister-president,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
alatamaha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aaron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
condition,0,0,2,0,0,1,3,0,0,0,0,0,0,0,3,0,0,3,0,0
Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Commissions,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tzenzelt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consumption,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
sensible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
originate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
explicitly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
technology,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
considerable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
toast,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wofford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
208,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
procedure,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
representing,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vertebrae,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effectively,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
reducing,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
triangular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Korean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
depressions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fed,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
suddenly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
shots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
lucidum,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCTV-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
These,0,3,3,0,5,10,2,0,0,0,0,0,0,0,1,0,5,1,0,1
Carmichael,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
mood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spanning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
War,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,7,14,0,2
mater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
five,0,0,1,1,0,5,0,0,0,0,0,0,0,0,1,0,7,2,0,1
prominently,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Normally,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tombstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kotka,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lending,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
monitoring,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0
writes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Egypt,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conversely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
betrayed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Year,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
roam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comply,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978-0-446-67650-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trust,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
hndl,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Longevity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
prophetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Geremia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Puritan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
harsh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
souls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
comprises,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priority,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
guard,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typically,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
worlds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
battles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
relatively,0,3,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
components,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conspiring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genomic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shillourokambos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juicy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
always,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Navy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11
followed,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,3,4,0,1
Wildcats,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
24-Dec-55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vegetables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Dates,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
finishing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
owns,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nationality,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heart,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
night,0,2,0,4,0,5,0,0,0,0,0,0,1,0,0,0,1,2,0,1
hundred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
retain,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minoxidil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
title,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overturned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Suppressing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
buried,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Carolinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
paid,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0
acted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Wire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cheer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
security,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Central,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3
humanism,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
belonging,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
300,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
bones,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
concept,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0
Deborah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
exceptions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Citations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
memo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Homme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
displaystyle,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
liters,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
destination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
situation,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Cultural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
felt,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
Manufactures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
communicating,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobilization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
T,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
Rookie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Emil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Therese,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
individualized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
being,0,0,2,2,4,12,0,0,0,0,2,1,1,0,0,0,7,11,0,4
stemmed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
represent,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
disagreed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
risk,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Jenna,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
shoot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Size,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
postulates,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Limit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2011,0,0,0,4,0,0,0,0,0,0,0,8,0,0,1,0,2,4,0,7
appropriate,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Porters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
birthplace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Affair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
powers,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,1,0,1
Lavoisier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fee,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
becoming,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Writings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coroner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
converse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santeras,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pursue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CDh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
patented,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
are,0,32,31,36,40,132,1,4,0,0,2,1,0,0,34,1,17,15,1,3
lightly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unwinds,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Task,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
endeavors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Furthermore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
require,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
twentieth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
stiff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dozens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
decided,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
neutralize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nullifying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rebel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
yesterday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hydroacoustic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fun,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
containing,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Liturgical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
genuine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
progressed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
move,0,1,0,0,4,4,0,0,0,0,0,0,1,0,0,0,2,3,0,1
xi,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detects,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cables,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
twine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
well-defined,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superior,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
accordingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ultimate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
crack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Providence,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
foreman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Parliamentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
decades,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
72-year-old,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Padrino,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wedding,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,2,1,0,1
poaching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
17-minute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
King,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,5,419,1,0
September,0,0,0,7,0,0,2,0,1,0,0,0,1,0,0,1,5,1,0,2
notions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
corpuscular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Memorandum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
error,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lake,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1825-1848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dustbin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accumulated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
communication,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
allowing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
paradoxical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stand-offs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
catamaran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
charged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Grammy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actual,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lysol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
script,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
relativism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This,0,9,6,15,12,22,2,2,0,1,0,0,1,0,11,0,12,8,0,6
kidneys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
classified,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
plant,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyongtaek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3402161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
without,0,0,2,2,0,6,0,0,0,0,0,0,1,0,0,0,13,2,0,3
anti-counterfeiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nigeria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
trustees,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
assists,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
scapegoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chloroplast,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
convinced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
accordance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spectators,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sailing,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ranges,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Wirtshaus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toy,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
